Саратов кв-л. 22-й д. 3,1954,51.417698,46.042126
Саратов ул. 4 Дачная остановка д. 2б,1951,51.531528,46.03582
Саратов ул. 53 Стрелковой Дивизии д. 19,1997,51.52175,46.021231
Саратов ул. Авиационная д. 40,2010,51.593923,45.971931
Саратов ул. Авиационная д. 42,2010,51.594489,45.973593
Саратов ул. Авиационная д. 44,2010,51.594847,45.972605
Саратов проезд. Акмолинский 1-й д. 2,1961,51.46535,45.931615
Саратов проезд. Акмолинский 1-й д. 2А,1963,51.465075,45.932019
Саратов проезд. Акмолинский 1-й д. 8,1953,51.464216,45.930995
Саратов проезд. Акмолинский 1-й д. 10,1955,51.463936,45.930672
Саратов ул. Алексеевская д. 3,1977,51.560979,45.991712
Саратов ул. Алексеевская д. 5,1987,51.560738,45.990949
Саратов ул. Алексеевская д. 5 (дубль 1),1987,51.560738,45.990949
Саратов ул. Алексеевская д. 17,1984,51.559601,45.989422
Саратов ул. Алексеевская д. 22/26,1986,51.560962,45.987805
Саратов ул. Аллейная д. 17,1957,51.575165,46.031589
Саратов ул. Аллейная д. 19,1959,51.57512,46.032029
Саратов ул. Аллейная д. 23,1961,51.575042,46.032909
Саратов ул. Аллейная д. 30,1957,51.574997,46.033358
Саратов ул. Аллейная д. 37,1962,51.57503,46.031382
Саратов ул. Аллейная д. 37 (дубль 1),1962,51.57503,46.031382
Саратов проезд. Амурский 1-й д. 5,1958,51.479398,45.900983
Саратов проезд. Амурский 1-й д. 7/16,1959,51.479482,45.900812
Саратов ул. Аптечная д. 49/53,1980,51.561992,45.988056
Саратов ул. Аптечная 1-я д. 20,1934,51.561466,45.986296
Саратов ул. Аптечная 1-я д. 26,1930,51.561555,45.984256
Саратов ул. Ароновой д. 8,1961,51.564668,46.023594
Саратов ул. Ароновой д. 30,1962,51.565883,46.024303
Саратов ул. Ароновой д. 30 (дубль 1),1962,51.565883,46.024303
Саратов проезд. Артезианский 2-й д. 5,1954,51.504817,45.924231
Саратов проезд. Артезианский 2-й д. 9,1966,51.504817,45.924231
Саратов проезд. Артезианский 3-й д. 6,1955,51.505524,45.926315
Саратов проезд. Артезианский 3-й д. 8,1955,51.505271,45.925821
Саратов ул. Артельная д. 3,1936,51.513343,45.971527
Саратов ул. Артельная д. 7,1936,51.513792,45.971689
Саратов ул. Артельная д. 9,1936,51.51401,45.971734
Саратов ул. Артельная д. 16,1956,51.513988,45.972309
Саратов проезд. Артельный 2-й д. 4,1937,51.513545,45.974644
Саратов проезд. Артельный 3-й д. 1,1939,51.513231,45.973387
Саратов проезд. Артельный 3-й д. 7,1936,51.513803,45.973486
Саратов проезд. Артельный 3-й д. 7 к. А,1936,51.513803,45.973486
Саратов проезд. Артельный 3-й д. 11,1957,51.514812,45.973881
Саратов проезд. Артельный 3-й д. 13,1955,51.515143,45.973809
Саратов проезд. Артельный 3-й д. 13 А,1964,51.515199,45.973207
Саратов проезд. Артельный 4-й д. 4,1936,51.513405,45.972982
Саратов проезд. Артельный 4-й д. 8,1940,51.513534,45.973
Саратов проезд. Артельный 5-й д. 1,1936,51.51317,45.970683
Саратов проезд. Артельный 5-й д. 2,1930,51.513147,45.971069
Саратов проезд. Артельный 5-й д. 6,1926,51.513573,45.971213
Саратов проезд. Артельный 6-й д. 3 А,1928,51.5134,45.969874
Саратов ул. Артиллерийская д. 1 (дубль X),1953,51.566253,46.017692
Саратов ул. Артиллерийская д. 3,1962,51.566471,46.017036
Саратов ул. Артиллерийская д. 3 (дубль 1),1962,51.566471,46.017036
Саратов ул. Артиллерийская д. 4,1970,51.567703,46.014521
Саратов ул. Артиллерийская д. 4 (дубль 1),1970,51.567703,46.014521
Саратов ул. Артиллерийская д. 6,1971,51.567988,46.013038
Саратов ул. Артиллерийская д. 8,1965,51.568179,46.012176
Саратов ул. Артиллерийская д. 9,1912,51.566829,46.014323
Саратов ул. Артиллерийская д. 9 (дубль 1),1912,51.566829,46.014323
Саратов ул. Артиллерийская д. 10,1978,51.569253,46.008062
Саратов ул. Артиллерийская д. 11,1965,51.567081,46.013829
Саратов ул. Артиллерийская д. 11А,1980,51.567199,46.013155
Саратов ул. Артиллерийская д. 12,1980,51.569847,46.006535
Саратов ул. Артиллерийская д. 12 (дубль 1),1980,51.569847,46.006535
Саратов ул. Артиллерийская д. 13,1965,51.567311,46.012571
Саратов ул. Артиллерийская д. 13 (дубль 1),1965,51.567311,46.012571
Саратов ул. Артиллерийская д. 13 (дубль 2),1965,51.567311,46.012571
Саратов ул. Артиллерийская д. 14,1977,51.569875,46.005519
Саратов ул. Артиллерийская д. 15,1912,51.567479,46.011835
Саратов ул. Артиллерийская д. 16,1980,51.570373,46.005403
Саратов ул. Артиллерийская д. 17,1912,51.567658,46.011224
Саратов ул. Артиллерийская д. 17 (дубль 1),1912,51.567658,46.011224
Саратов ул. Артиллерийская д. 18,1985,51.570367,46.006346
Саратов ул. Артиллерийская д. 19,1912,51.567854,46.010164
Саратов ул. Артиллерийская д. 19 (дубль 1),1912,51.567854,46.010164
Саратов ул. Артиллерийская д. 19 (дубль 2),1912,51.567854,46.010164
Саратов ул. Артиллерийская д. 20,1983,51.570093,46.007604
Саратов ул. Артиллерийская д. 21,1984,51.567938,46.009562
Саратов ул. Артиллерийская д. 21 (дубль 1),1984,51.567938,46.009562
Саратов ул. Артиллерийская д. 22,1984,51.569914,46.008205
Саратов ул. Артиллерийская д. 23,1984,51.568095,46.00887
Саратов ул. Артиллерийская д. 23 (дубль 1),1984,51.568095,46.00887
Саратов ул. Артиллерийская д. 24,1985,51.5695,46.009212
Саратов ул. Артиллерийская д. 26,1986,51.570037,46.009265
Саратов ул. Артиллерийская д. 30,1980,51.5739,46.01391
Саратов ул. Астраханская д. 3А,1917,51.525847,45.995234
Саратов ул. Астраханская д. 3Г,1917,51.525847,45.995234
Саратов ул. Астраханская д. 6,1917,51.522042,45.991093
Саратов ул. Астраханская д. 7А,1917,51.526301,45.995925
Саратов ул. Астраханская д. 8,1917,51.522165,45.991497
Саратов ул. Астраханская д. 10/20,1983,51.522821,45.99262
Саратов ул. Астраханская д. 11,1917,51.526715,45.996518
Саратов ул. Астраханская д. 13Б,1917,51.526934,45.996779
Саратов ул. Астраханская д. 22/36,1987,51.523588,45.993994
Саратов ул. Астраханская д. 38,1981,51.52346,45.995548
Саратов ул. Астраханская д. 39,1924,51.529186,46.0003
Саратов ул. Астраханская д. 40,1975,51.524093,45.994776
Саратов ул. Астраханская д. 42 (литер А),1917,51.525034,45.996132
Саратов ул. Астраханская д. 44,1917,51.525314,45.996491
Саратов ул. Астраханская д. 47,1930,51.532049,46.004783
Саратов ул. Астраханская д. 51/55,1972,51.53308,46.006382
Саратов ул. Астраханская д. 57/73,1975,51.534022,46.007442
Саратов ул. Астраханская д. 62/66,1998,51.526805,45.999204
Саратов ул. Астраханская д. 66 литер Е,1917,51.526967,45.999725
Саратов ул. Астраханская д. 68,1984,51.526895,46.000839
Саратов ул. Астраханская д. 68/4,1917,51.526895,46.000839
Саратов ул. Астраханская д. 74Б,1917,51.527802,46.000399
Саратов ул. Астраханская д. 81,1960,51.53717,46.009553
Саратов ул. Астраханская д. 102,1964,51.533551,46.008843
Саратов ул. Астраханская д. 104,1967,51.53438,46.009355
Саратов ул. Астраханская д. 107,1963,51.5448,46.014
Саратов ул. Астраханская д. 107/109,1925,51.5448,46.014
Саратов ул. Астраханская д. 107 (дубль 1),1963,51.5448,46.014
Саратов ул. Астраханская д. 109,1917,51.5448,46.014
Саратов ул. Астраханская д. 113/331,1968,51.545466,46.014467
Саратов ул. Астраханская д. 118,1917,51.535887,46.011179
Саратов ул. Астраханская д. 120,1960,51.536179,46.010415
Саратов ул. Астраханская д. 146 (дубль X),1966,51.544536,46.015464
Саратов ул. Астраханская д. 148,1966,51.545012,46.015733
Саратов ул. Астраханская д. 148 (дубль 1),1966,51.545012,46.015733
Саратов ул. Астраханская д. 150 (дубль X),1969,51.545528,46.016362
Саратов ул. Аткарская д. 12/14,1985,51.531523,45.98961
Саратов ул. Аткарская д. 13/17,1980,51.535321,45.994246
Саратов ул. Аткарская д. 31,1931,51.54154,46.001073
Саратов ул. Аткарская д. 31а,1961,51.542402,46.001091
Саратов ул. Аткарская д. 31 (дубль 1),1931,51.54154,46.001073
Саратов ул. Аткарская д. 31 (дубль 2),1931,51.54154,46.001073
Саратов ул. Аткарская д. 37,1953,51.543612,46.002348
Саратов ул. Аткарская д. 37 (дубль 1),1953,51.543612,46.002348
Саратов ул. Аткарская д. 37 (дубль 2),1959,51.543612,46.002348
Саратов ул. Аткарская д. 39,1936,51.544312,46.002833
Саратов ул. Аткарская д. 39а,1936,51.544699,46.002735
Саратов ул. Аткарская д. 39А (дубль 1),1936,51.544699,46.002735
Саратов ул. Аткарская д. 41,1936,51.545007,46.003184
Саратов ул. Аткарская д. 41а,1987,51.545382,46.003166
Саратов ул. Аткарская д. 41 (дубль 1),1936,51.545007,46.003184
Саратов ул. Аткарская д. 42/54,1975,51.536744,45.997848
Саратов ул. Аткарская д. 43,1938,51.545539,46.003489
Саратов ул. Аткарская д. 45,1937,51.545892,46.003696
Саратов ул. Аткарская д. 47,1937,51.546256,46.003902
Саратов ул. Аткарская д. 49,1938,51.5462,46.003364
Саратов ул. Аткарская д. 51,1957,51.546973,46.003956
Саратов ул. Аткарская д. 51 (дубль 1),1957,51.546973,46.003956
Саратов ул. Аткарская д. 53,1938,51.547298,46.004522
Саратов ул. Аткарская д. 53 (дубль 1),1938,51.547298,46.004522
Саратов ул. Аткарская д. 55,1940,51.547639,46.004729
Саратов ул. Аткарская д. 55 (дубль 1),1940,51.547639,46.004729
Саратов ул. Аткарская д. 57,1963,51.548026,46.004954
Саратов ул. Аткарская д. 57 (дубль 1),1963,51.548026,46.004954
Саратов ул. Аткарская д. 66а,1960,51.540671,46.00127
Саратов ул. Аткарская д. 66 А,1962,51.540671,46.00127
Саратов ул. Аткарская д. 66 А (дубль 1),1962,51.540671,46.00127
Саратов ул. Аткарская д. 72,1965,51.547919,46.0056
Саратов ул. Аткарская д. 88 (дубль X),1970,51.547712,46.005052
Саратов проезд. Аткарский 1-й д. 10,1999,51.536173,45.994255
Саратов ул. Аэропорт д. 1,1958,51.560581,46.028992
Саратов ул. Аэропорт д. 2,1935,51.559853,46.029702
Саратов ул. Аэропорт д. 3,1946,51.559243,46.030376
Саратов ул. Аэропорт д. 4,1960,51.558772,46.029801
Саратов ул. Аэропорт д. секция 4,1932,51.531528,46.03582
Саратов ул. Бабушкин Взвоз д. 9,1958,51.523936,46.038766
Саратов ул. Бабушкин Взвоз д. 11,1917,51.524205,46.038497
Саратов ул. Бабушкин Взвоз д. 12 к. Б,1917,51.525516,46.038344
Саратов ул. Бабушкин Взвоз д. 14,1917,51.525707,46.038254
Саратов ул. Бабушкин Взвоз д. 15,1968,51.525001,46.037473
Саратов ул. Бабушкин Взвоз д. 15 (дубль 1),1968,51.525001,46.037473
Саратов ул. Бабушкин Взвоз д. 17,1917,51.525426,46.037877
Саратов ул. Бабушкин Взвоз д. 21,1917,51.526239,46.037446
Саратов ул. Бакинская д. 2,1969,51.553402,46.050839
Саратов ул. Бакинская д. 3,1976,51.553503,46.050121
Саратов ул. Бакинская д. 6,1975,51.553923,46.051289
Саратов ул. Бакинская д. 7,1969,51.554035,46.050588
Саратов ул. Бакинская д. 8,1977,51.555368,46.051765
Саратов ул. Бакинская д. 10,1973,51.556913,46.052304
Саратов ул. Бакинская д. 11,1960,51.554679,46.050507
Саратов ул. Бакинская д. 13,1970,51.554976,46.050606
Саратов ул. Бакинская д. 15,1961,51.555429,46.051028
Саратов ул. Бакинская д. 19,1962,51.556124,46.051037
Саратов ул. Барнаульская д. 2А,2007,51.503915,45.945135
Саратов ул. Барнаульская д. 2Б,2011,51.504285,45.944865
Саратов ул. Барнаульская д. 4,1957,51.503887,45.943033
Саратов ул. Барнаульская д. 4 Б,1973,51.503192,45.942368
Саратов ул. Барнаульская д. 6,1962,51.50304,45.940275
Саратов ул. Барнаульская д. 6 (дубль 1),1962,51.50304,45.940275
Саратов ул. Барнаульская д. 7,1984,51.49745,45.929774
Саратов ул. Барнаульская д. 8,1964,51.502401,45.938829
Саратов ул. Барнаульская д. 8А,1969,51.502261,45.939592
Саратов ул. Барнаульская д. 8Б,1969,51.50193,45.939915
Саратов ул. Барнаульская д. 9,1981,51.496396,45.928857
Саратов ул. Барнаульская д. 9 (дубль 1),1981,51.496396,45.928857
Саратов ул. Барнаульская д. 10,1039,51.501975,45.937634
Саратов ул. Барнаульская д. 11,1962,51.496233,45.9298
Саратов ул. Барнаульская д. 12,1939,51.501863,45.936951
Саратов ул. Барнаульская д. 14,1939,51.501538,45.936196
Саратов ул. Барнаульская д. 16,1939,51.501274,45.935631
Саратов ул. Барнаульская д. 16/1,2006,51.500842,45.936179
Саратов ул. Барнаульская д. 18 А,1969,51.500153,45.936179
Саратов ул. Барнаульская д. 20,1970,51.500624,45.934391
Саратов ул. Барнаульская д. 22/30,1982,51.49925,45.931974
Саратов ул. Барнаульская д. 32,1992,51.497562,45.931274
Саратов ул. Барнаульская д. 34,2001,51.496368,45.931292
Саратов туп. Барнаульский д. 2,1940,51.497815,45.928938
Саратов туп. Барнаульский д. 4,1940,51.497304,45.928911
Саратов туп. Барнаульский д. 6,1940,51.497523,45.928525
Саратов туп. Барнаульский д. 8,1986,51.496379,45.928094
Саратов туп. Барнаульский д. 8 (дубль 1),1986,51.496379,45.928094
Саратов ул. Батавина д. 2,1985,51.610158,46.003274
Саратов ул. Батавина д. 4,1985,51.611589,46.003355
Саратов ул. Батавина д. 6,1985,51.612177,46.004846
Саратов ул. Батавина д. 9,1988,51.612658,46.006301
Саратов ул. Батавина д. 9 А,2009,51.612708,46.004864
Саратов ул. Батавина д. 10,1989,51.611953,46.008232
Саратов ул. Батавина д. 11,1990,51.614112,46.005007
Саратов ул. Батавина д. 12,2009,51.611589,46.011017
Саратов ул. Батавина д. 13,2010,51.61296,46.013416
Саратов ул. Батавина д. 13А,2010,51.6124,46.012149
Саратов ул. Батавина д. 13Б,2011,51.612674,46.011044
Саратов ул. Батавина д. 13В,2010,51.613295,46.011448
Саратов ул. Батавина д. 14,2013,51.610667,46.017467
Саратов ул. Батавина д. 17,2011,51.612652,46.014826
Саратов ул. Батавина д. 19,2013,51.611103,46.01788
Саратов ул. Бахметьевская д. 2А,1958,51.523829,46.025103
Саратов ул. Бахметьевская д. 10 (дубль 1),1929,51.524171,46.022785
Саратов ул. Бахметьевская д. 12/16,1992,51.524451,46.021608
Саратов ул. Бахметьевская д. 15,1917,51.52476,46.018716
Саратов ул. Бахметьевская д. 18,1940,51.524754,46.020414
Саратов ул. Бахметьевская д. 19,1917,51.524849,46.018186
Саратов ул. Бахметьевская д. 26/28,1996,51.525247,46.0185
Саратов ул. Бахметьевская д. 30/32,1987,51.525331,46.017728
Саратов ул. Бахметьевская д. 33,1967,51.525342,46.015464
Саратов ул. Бахметьевская д. 34/42,2007,51.52583,46.015706
Саратов ул. Бахметьевская д. 35/37,1987,51.525611,46.014431
Саратов ул. Бахметьевская д. 39,1979,51.524911,46.014413
Саратов ул. Бахметьевская д. 44/64,1977,51.526407,46.013461
Саратов ул. Бахметьевская д. 49,1961,51.526076,46.012886
Саратов ул. Беговая д. 1,1982,51.527203,45.985837
Саратов ул. Беговая д. 2,1972,51.52736,45.986933
Саратов ул. Беговая д. 3/9,1978,51.527584,45.984211
Саратов ул. Беговая д. 8,1976,51.528077,45.985972
Саратов ул. Беговая д. 10,1975,51.528217,45.985298
Саратов ул. Беговая д. 12Б,2009,51.528155,45.983699
Саратов ул. Беговая д. 13,1976,51.528323,45.984643
Саратов ул. Беговая д. 19,1973,51.5282,45.980825
Саратов ул. Беговая д. 257,1957,51.528099,45.982783
Саратов ул. Беговая д. 258,1957,51.528099,45.982783
Саратов ул. Беговая д. 260,1957,51.528099,45.982783
Саратов ул. Беговая д. 261,1957,51.528099,45.982783
Саратов ул. Беговая 1-я д. 5,1978,51.526441,45.985101
Саратов ул. Беговая 1-я д. 6/12,1978,51.526783,45.983978
Саратов ул. Беговая 1-я д. 7,1968,51.526301,45.98361
Саратов ул. Беговая 1-я д. 9,1969,51.526032,45.984714
Саратов ул. Беговая 1-я д. 11,1972,51.525085,45.98458
Саратов ул. Беговая 1-я д. 13,1980,51.525908,45.983906
Саратов ул. Беговая 1-я д. 15,1982,51.525578,45.983717
Саратов ул. Беговая 4-я д. 15/23,1983,51.5243,45.981382
Саратов проезд. Беговой д. 1,1978,51.526794,45.980816
Саратов проезд. Беговой 4-й д. 18/22,1977,51.525034,45.981705
Саратов ул. Безымянная д. 4,1973,51.560424,46.019192
Саратов ул. Безымянная д. 6,1982,51.561354,46.017503
Саратов ул. Безымянная д. 8,1974,51.562003,46.01585
Саратов ул. Безымянная д. 8 (дубль 1),1974,51.562003,46.01585
Саратов ул. Безымянная д. 10,1978,51.562793,46.014305
Саратов ул. Безымянная д. 56,1965,51.563095,46.012778
Саратов ул. Белоглинская д. 8А,1967,51.523078,46.023791
Саратов ул. Белоглинская д. 11,1916,51.52207,46.022444
Саратов ул. Белоглинская д. 15,1965,51.522395,46.021258
Саратов ул. Белоглинская д. 16А,1916,51.522658,46.021698
Саратов ул. Белоглинская д. 17,1963,51.522658,46.019937
Саратов ул. Белоглинская д. 20,1917,51.523465,46.018141
Саратов ул. Белоглинская д. 33,1917,51.523824,46.014961
Саратов ул. Белоглинская д. 34/38,1991,51.524199,46.014476
Саратов ул. Белоглинская д. 52/70,1976,51.526396,46.008798
Саратов ул. Белоглинская д. 75/81,1980,51.525841,46.008466
Саратов ул. Белоглинская д. 84/86,1988,51.527533,46.006723
Саратов ул. Белоглинская д. 97,1926,51.527617,46.0056
Саратов ул. Белоглинская д. 99,1921,51.52783,46.005322
Саратов ул. Белоглинская д. 101,1926,51.527847,46.005286
Саратов ул. Белоглинская д. 103,1921,51.528094,46.004882
Саратов ул. Белоглинская д. 134,1927,51.536862,45.991784
Саратов ул. Белоглинская д. 136,1930,51.537002,45.991614
